budget,genres,release_date,revenue,runtime,status,title,vote_average,vote_count,profitability,prof
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1992,37170057,91,Released,Raising Cain,5.9,65,309.75%,309.750475
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2012,77278331,117,Released,The Grey,6.4,1451,309.11%,309.113324
25000000,"[{""id"": 18, ""name"": ""Drama""}]",2007,77208711,158,Released,There Will Be Blood,7.9,1537,308.83%,308.834844
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",2014,123494610,117,Released,Blended,6.6,1006,308.74%,308.736525
80000000,"[{""id"": 35, ""name"": ""Comedy""}]",2013,246984278,100,Released,Grown Ups 2,5.8,1155,308.73%,308.7303475
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2002,431971116,133,Released,Die Another Day,5.8,1092,308.55%,308.5507971
22000000,"[{""id"": 18, ""name"": ""Drama""}]",2014,67800064,138,Released,Son of God,5.9,83,308.18%,308.1821091
66000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2014,203277636,130,Released,Need for Speed,6.1,1520,308.00%,307.9964182
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1998,46189568,117,Released,The Big Lebowski,7.8,2926,307.93%,307.9304533
70000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",2014,215529201,92,Released,Dracula Untold,6.2,2389,307.90%,307.8988586
50100000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2015,153962963,105,Released,Focus,6.7,2542,307.31%,307.3113034
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1997,245676146,138,Released,Face/Off,6.8,1583,307.10%,307.0951825
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}]",2014,337580051,102,Released,300: Rise of an Empire,6.1,2397,306.89%,306.8909555
10000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",1999,30652890,130,Released,Dogma,6.8,823,306.53%,306.5289
32000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",2005,97918663,95,Released,Are We There Yet?,5.2,221,306.00%,305.9958219
55000000,"[{""id"": 18, ""name"": ""Drama""}]",2008,168167691,123,Released,Seven Pounds,7.5,2039,305.76%,305.7594382
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2015,91709827,123,Released,Southpaw,7.3,2067,305.70%,305.6994233
37000000,"[{""id"": 35, ""name"": ""Comedy""}]",2004,113086475,109,Released,White Chicks,6.3,679,305.64%,305.6391216
178000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",2016,543934787,144,Released,X-Men: Apocalypse,6.4,4721,305.58%,305.581341
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",1987,76270454,119,Released,The Untouchables,7.6,1384,305.08%,305.081816
45000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1997,136885767,89,Released,Anaconda,4.7,610,304.19%,304.1905933
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1995,152022101,109,Released,Congo,5,213,304.04%,304.044202
12000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1999,36450736,97,Released,Baby Geniuses,3.3,75,303.76%,303.7561333
5000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2013,15179302,88,Released,The Last Exorcism Part II,4.4,203,303.59%,303.58604
6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2007,18197398,89,Released,Daddy Day Camp,4.4,91,303.29%,303.2899667
3180000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1946,9644124,130,Released,It's a Wonderful Life,8,1076,303.27%,303.2743396
110000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1997,333011068,119,Released,Tomorrow Never Dies,6,925,302.74%,302.7373345
120000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1998,363258859,95,Released,A Bug's Life,6.8,2303,302.72%,302.7157158
30000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2009,90810892,99,Released,Drag Me to Hell,6.2,966,302.70%,302.7029733
75000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2011,226904017,110,Released,Immortals,5.7,880,302.54%,302.5386893
5000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1995,15116634,88,Released,Halloween: The Curse of Michael Myers,5,170,302.33%,302.33268
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2003,60427839,124,Released,21 Grams,7.2,918,302.14%,302.139195
9000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2006,27105095,100,Released,Stay Alive,5.3,155,301.17%,301.1677222
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2006,120455994,120,Released,Eight Below,6.7,542,301.14%,301.139985
12806000,"[{""id"": 18, ""name"": ""Drama""}]",2004,38535221,125,Released,The Sea Inside,7.2,219,300.92%,300.91536
30000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2003,90259536,90,Released,Identity,7.1,1061,300.87%,300.86512
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1996,150270147,108,Released,Broken Arrow,5.7,453,300.54%,300.540294
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2006,120175290,139,Released,Apocalypto,7.3,1221,300.44%,300.438225
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2011,114156230,120,Released,Water for Elephants,6.7,850,300.41%,300.4111316
3000000,"[{""id"": 37, ""name"": ""Western""}]",1948,9012000,133,Released,Red River,7.3,82,300.40%,300.4
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2010,60072596,121,Released,Why Did I Get Married Too?,6.1,29,300.36%,300.36298
63000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1988,189015611,102,Released,Rambo III,5.7,690,300.02%,300.0247794
20000000,"[{""id"": 18, ""name"": ""Drama""}]",1997,60000000,127,Released,Selena,7,114,300.00%,300
5000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",1954,15000000,139,Released,The Egyptian,6,11,300.00%,300
165000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2010,494878759,98,Released,How to Train Your Dragon,7.5,4227,299.93%,299.9265206
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",2011,449326618,115,Released,Thor,6.6,6525,299.55%,299.5510787
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2013,32935319,105,Released,Inside Llewyn Davis,7.2,834,299.41%,299.4119909
250000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2014,747862775,131,Released,X-Men: Days of Future Past,7.5,6032,299.15%,299.14511
68000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2001,203388341,136,Released,Vanilla Sky,6.5,1078,299.10%,299.1005015
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1997,44862187,104,Released,Cop Land,6.6,382,299.08%,299.0812467
16000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2009,47801389,93,Released,Hachi: A Dog's Tale,7.7,1717,298.76%,298.7586813
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1997,224012234,115,Released,Con Air,6.5,1270,298.68%,298.6829787
2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",2005,5967038,120,Released,Harsh Times,6.3,197,298.35%,298.3519
53000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",1995,157387195,116,Released,Crimson Tide,7,498,296.96%,296.9569717
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2013,74188937,121,Released,August: Osage County,6.9,483,296.76%,296.755748
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2012,35485056,100,Released,Arbitrage,6.1,294,295.71%,295.7088
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2016,112343513,110,Released,How to Be Single,5.9,1201,295.64%,295.6408237
7400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",2011,21817298,136,Released,Melancholia,7,885,294.83%,294.8283514
225000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2013,662845518,143,Released,Man of Steel,6.5,6359,294.60%,294.598008
8000000,"[{""id"": 18, ""name"": ""Drama""}]",2005,23563727,116,Released,Hustle & Flow,6.9,99,294.55%,294.5465875
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1983,29450919,101,Released,Twilight Zone: The Movie,6.2,161,294.51%,294.50919
12305523,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",1985,36230219,107,Released,Mad Max Beyond Thunderdome,5.9,748,294.42%,294.4224232
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1994,29392418,100,Released,A Low Down Dirty Shame,6,31,293.92%,293.92418
4000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1963,11744471,172,Released,The Great Escape,7.8,717,293.61%,293.611775
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2003,176070171,110,Released,The Italian Job,6.6,1919,293.45%,293.450285
90000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1997,263920180,126,Released,The Fifth Element,7.3,3885,293.24%,293.2446444
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2008,586090727,106,Released,Quantum of Solace,6.1,2965,293.05%,293.0453635
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}]",2005,117195061,77,Released,Corpse Bride,7.2,1894,292.99%,292.9876525
51000000,"[{""id"": 35, ""name"": ""Comedy""}]",2000,149270999,116,Released,"Me, Myself & Irene",6.1,927,292.69%,292.6882333
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2014,70181428,105,Released,Think Like a Man Too,6.4,225,292.42%,292.4226167
15000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1987,43848069,126,Released,Wall Street,7,546,292.32%,292.32046
63000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2011,183953723,95,Released,Hop,5.5,331,291.99%,291.9900365
2361000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",1944,6892000,101,Released,Bathing Beauty,7,4,291.91%,291.9102075
72000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1995,210000000,177,Released,Braveheart,7.7,3336,291.67%,291.6666667
45000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",1998,131183530,120,Released,Blade,6.5,1905,291.52%,291.5189556
80000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2008,233093859,104,Released,The Day the Earth Stood Still,5.2,1043,291.37%,291.3673238
185000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",2012,538983207,93,Released,Brave,6.7,4641,291.34%,291.3422741
25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2015,72629670,96,Released,The Transporter Refueled,5.2,559,290.52%,290.51868
400000,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 18, ""name"": ""Drama""}]",2003,1162014,91,Released,Tarnation,7.5,22,290.50%,290.5035
125000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",2014,362637473,139,Released,Noah,5.6,2350,290.11%,290.1099784
13000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2002,37664855,94,Released,Halloween: Resurrection,4.5,228,289.73%,289.7296538
180000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2008,521311860,98,Released,WALL·E,7.8,6296,289.62%,289.6177
7000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1988,20256975,96,Released,Action Jackson,4.9,50,289.39%,289.3853571
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004,347234916,115,Released,"I, Robot",6.7,3793,289.36%,289.36243
22000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2016,63647656,106,Released,"Hail, Caesar!",5.7,1309,289.31%,289.3075273
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2011,202466756,116,Released,Battle: Los Angeles,5.5,1448,289.24%,289.2382229
38000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2016,109906372,112,Released,The 5th Wave,5.6,1945,289.23%,289.2272947
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2011,144492830,109,Released,I Am Number Four,5.9,1567,288.99%,288.98566
10000000,"[{""id"": 18, ""name"": ""Drama""}]",2014,28883511,105,Released,Big Eyes,6.8,1196,288.84%,288.83511
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]",1984,51973029,160,Released,Amadeus,7.8,1076,288.74%,288.73905
1350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1998,3897569,105,Released,"Lock, Stock and Two Smoking Barrels",7.5,1648,288.71%,288.7088148
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2008,230685453,110,Released,Get Smart,6,1051,288.36%,288.3568163
100000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010,288347692,146,Released,Sex and the City 2,5.4,426,288.35%,288.347692
82500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",2006,237681299,107,Released,Click,6,2104,288.10%,288.0985442
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2002,57588485,118,Released,Drumline,6.2,116,287.94%,287.942425
11000000,"[{""id"": 35, ""name"": ""Comedy""}]",1981,31672907,92,Released,History of the World: Part I,6.5,204,287.94%,287.9355182
7800000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2003,22441323,102,Released,Swimming Pool,6.4,153,287.71%,287.7092692
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2000,215663859,124,Released,Vertical Limit,5.9,283,287.55%,287.551812
45000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004,129394835,94,Released,Resident Evil: Apocalypse,6.1,1267,287.54%,287.5440778
15000000,"[{""id"": 18, ""name"": ""Drama""}]",1997,43101594,155,Released,Boogie Nights,7.5,796,287.34%,287.34396
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2006,114830111,99,Released,The Lake House,6.5,670,287.08%,287.0752775
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2000,264105545,98,Released,Charlie's Angels,5.6,1232,287.07%,287.0712446
54000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2002,155010032,117,Released,Blade II,6.2,1528,287.06%,287.0556148
66000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1998,189198313,121,Released,The X Files,6.6,488,286.66%,286.6641106
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",2009,68729358,93,Released,The Men Who Stare at Goats,5.9,742,286.37%,286.372325
60000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1998,171757863,83,Released,Antz,6,1272,286.26%,286.263105
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 9648, ""name"": ""Mystery""}]",2011,371940071,107,Released,The Adventures of Tintin,6.7,2061,286.11%,286.1077469
